ID,Gender,Race,Ethnicity,Age,Income
218168,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),30.0,770.0
218171,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),48.0,733.0
218215,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),46.0,1181.0
218475,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),46.0,570.0
218579,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),34.0,375.0
219636,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),44.0,1100.0
219671,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),59.0,500.0
220296,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),51.0,1500.0
222730,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),54.142857142857146,730.0
222747,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),44.0,479.0
224968,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),61.0,1400.0
225552,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),51.0,1440.0
226049,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),30.0,694.0
226914,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),44.0,733.0
227088,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),54.0,850.0
227732,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),62.5,771.0
230111,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),44.0,150.0
230119,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),56.0,1600.0
231198,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),48.4,1200.0
232698,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),41.0,700.0
232921,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),58.0,500.0
233199,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),50.0,2345.0
233619,Male,White (HUD),Hispanic/Latino (HUD),41.666666666666664,1866.6666666666667
248566,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),50.0,1200.0
248846,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),47.0,700.0
248984,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),60.0,674.0
248988,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),38.0,674.0
249417,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),46.0,1500.0
249916,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),49.75,735.0
250273,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),64.0,603.0
251086,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),33.0,733.0
251488,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),49.5,1063.5
252170,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),41.333333333333336,500.0
253473,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),53.0,855.0
254217,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),33.666666666666664,800.0
254693,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),44.0,805.3333333333334
257614,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),56.0,956.0
258810,Female,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),51.375,750.0
259367,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),39.0,1000.0
260878,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),31.5,700.0
261739,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),26.0,1113.0
262238,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),19.0,800.0
264105,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),49.0,1000.0
265976,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),46.0,1200.0
266721,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),54.42857142857143,770.0
267123,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),25.0,721.0
267315,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),66.0,376.5
270571,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),31.666666666666668,704.5
270573,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),56.333333333333336,731.0
270976,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),49.0,733.0
271290,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),46.0,750.0
271781,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),50.5,1000.0
272366,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),56.0,400.0
272499,Trans Female (MTF or Male to Female),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),29.0,740.0
272559,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),68.0,535.0
274376,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),51.5,2114.5
274547,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),26.0,652.6666666666666
275228,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),29.0,750.0
275690,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),23.0,711.0
275833,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),53.0,400.0
275918,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),50.0,747.4
276087,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),56.0,2500.0
276269,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),54.666666666666664,733.0
277444,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),64.0,2240.0
278004,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),43.0,733.0
278464,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),54.0,1450.0
279075,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),51.0,800.0
279539,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),46.0,700.0
279552,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),46.0,1400.0
279736,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),33.0,1200.0
280121,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),53.333333333333336,1529.5555555555557
280135,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),41.0,1056.0
281041,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),48.6,1400.0
281380,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),64.0,1074.0
281794,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),44.5,1360.0
283791,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),29.0,326.0
284153,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),26.0,600.0
284328,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),60.0,943.0
284920,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),38.0,468.3333333333333
285041,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),23.0,710.0
285066,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),50.333333333333336,721.0
285806,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),23.0,1000.0
286184,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),57.0,1600.0
286400,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),22.25,714.5
286837,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),49.0,1116.0
287048,Male,White (HUD),Hispanic/Latino (HUD),37.8125,1337.142857142857
287330,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),52.0,1137.5
287399,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),42.833333333333336,1384.0
287476,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),24.0,715.0
287618,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),47.0,733.0
288078,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),36.0,733.0
288272,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),49.166666666666664,1530.0
288686,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),30.0,600.0
289294,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),29.25,600.0
289580,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),20.0,400.0
289783,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),50.0,2400.0
290465,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),56.0,667.0
290980,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),58.0,1290.0
291236,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),35.0,735.0
291392,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),56.5,800.0
292185,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),23.272727272727273,1200.0
293739,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),58.0,915.0
294203,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),47.666666666666664,727.0
294651,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),63.0,1200.0
296552,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),52.0,767.0
296817,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),39.0,853.0
296887,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),62.705882352941174,786.5555555555555
298245,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),30.0,386.0
298422,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),42.0,566.0
299942,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),54.0,721.0
299943,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),63.0,950.0
300220,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),58.0,1156.0
300487,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),29.0,450.0
301121,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),40.0,737.25
301301,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),24.333333333333332,575.0
301864,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),34.25,2720.0
303733,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),53.0,1600.0
304942,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),27.0,1380.0
305161,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),43.75,753.0
309393,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),41.0,1500.0
309394,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),59.0,720.0
309651,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),26.0,704.0
309677,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),54.0,750.0
311126,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),35.0,1000.0
311660,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),47.0,902.0
312758,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),45.36363636363637,500.0
313400,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),48.5,600.0
314056,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),51.0,1040.0
314203,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),66.0,1200.0
314853,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),54.0,1296.0
316494,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),50.5,750.0
316734,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),56.0,600.0
317063,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),66.5,733.0
317391,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),38.0,1300.0
318262,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),35.5,1400.0
318609,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),46.0,780.0
318721,Male,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),57.0,950.0
318722,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),56.0,800.0
320781,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),41.027027027027025,900.0
320994,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),50.0,1600.0
322489,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),31.0,650.0
322709,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),23.0,733.0
322898,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),67.14285714285714,840.7561111111112
322997,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),38.1764705882353,889.6551724137931
323558,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),61.0,854.0
324453,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),45.142857142857146,1400.0
325687,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),42.333333333333336,1500.0
326073,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),42.5,1295.5
326742,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),66.0,746.0
329213,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),38.0,696.6666666666666
330427,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),68.0,821.0
330916,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),71.5,1200.0
331491,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),43.5,500.0
332565,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),40.0,980.0
332883,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),45.5,659.0
332884,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),58.0,970.0
333120,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),36.55555555555556,351.0
333630,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),51.0,639.0
333756,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),46.0,1000.0
333763,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),44.3,1200.0
334029,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),25.0,1100.0
334496,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),63.0,661.0
334705,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),64.0,1000.0
335080,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),45.0,200.0
335270,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),57.0,900.0
335566,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),43.333333333333336,1600.0
335836,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),44.0,1000.0
336186,Female,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),23.0,300.0
337991,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),65.875,733.75
339258,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),44.0,775.0
340231,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),50.0,600.0
340296,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),68.0,576.0
340736,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),23.0,1600.0
341525,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),38.5,1600.0
343490,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),23.0,800.0
344680,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),52.5,800.0
344698,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),61.0,771.0
345932,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),35.0,973.3333333333334
348582,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),33.0,1050.0
348889,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),60.0,750.0
349278,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),52.5,1400.0
349279,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),44.5,764.0
349449,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),51.625,1125.0
350748,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),30.0,732.0
350852,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),61.0,771.0
351045,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),55.2,675.0
351468,Male,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),51.0,750.0
352684,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),22.0,1400.0
352986,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),64.5,841.0
353160,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),49.0,780.0
353253,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),36.0,942.0
355220,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),46.0,507.5
355355,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),22.1,925.0
355911,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),48.0,740.0
357475,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),46.0,733.0
357728,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),50.0,1600.0
358124,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),24.0,75.0
358806,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),56.0,350.0
359796,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),51.0,733.0
360237,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),51.88235294117647,462.5
360593,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),55.333333333333336,733.0
361515,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),22.0,733.0
361596,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),70.75,900.0
362887,Female,White (HUD),Hispanic/Latino (HUD),46.0,1075.0
362889,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),41.333333333333336,1000.0
363080,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),51.0,1200.0
363216,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),37.0,1018.0
363382,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),29.5,1200.0
363433,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),48.0,400.0
363624,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),57.0,758.4
364437,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),35.0,1600.0
364915,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),26.0,200.0
365126,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),49.0,735.0
365574,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),60.0,600.0
366028,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),52.4,832.0
366093,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),40.0,1100.0
367206,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),59.5,988.5
367285,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),37.0,740.0
367659,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),46.0,1200.0
368693,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),67.21428571428571,1150.7894736842106
369309,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),30.166666666666668,600.0
369588,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),60.5,560.0
370204,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),27.0,150.0
370291,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),68.0,469.0
370324,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),57.0,755.0
370346,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),53.0,1600.0
371020,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),24.0,700.0
373160,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),33.0,1486.0
373190,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),18.0,733.0
373323,Male,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),50.0,880.0
373473,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),26.0,1200.0
373728,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),48.06666666666667,535.0
373730,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),26.333333333333332,1560.0
373971,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),31.0,1000.0
374526,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),45.0,1200.0
374609,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),27.0,1000.0
375650,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),38.0,420.0
375815,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),69.0,1400.0
375893,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),44.6,803.0
377361,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),37.0,1333.0
378312,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),50.0,540.0
378316,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),54.0,468.0
379113,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),47.76923076923077,969.1538461538462
379949,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),45.0,1400.0
380246,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),25.0,1500.0
380554,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),52.0,1680.0
381739,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),24.6,1360.0
381763,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),35.0,300.0
381869,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),74.5,928.5
381870,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),53.0,740.0
382261,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),50.0,1950.0
382535,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),61.0,500.0
382672,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),55.75,1600.0
382674,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),47.0,109.0
382886,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),53.0,130.0
383149,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),46.5,720.0
383781,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),35.4,316.5
384147,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),58.5,1300.0
384356,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),48.0,600.0
384548,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),53.0,771.0
384776,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),52.5,500.0
384777,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),32.0,1600.0
384883,Male,Black or African American (HUD),Hispanic/Latino (HUD),58.0,771.0
385243,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),64.0,964.0
385332,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),41.18181818181818,648.0
385459,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),40.0,570.0
385539,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),58.6,665.0
385858,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),63.0,693.0
385886,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),59.0,730.0
386564,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),25.333333333333332,853.0
386677,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),43.0,364.0
386841,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),46.0,860.0
387175,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),51.916666666666664,1700.0
387424,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),57.0,623.0
387589,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),53.25,884.0
387590,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),38.0,750.0
387703,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),39.53333333333333,850.0
388135,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),29.333333333333332,552.3076923076923
389431,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),37.0,659.0
389599,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),58.0,1090.0
389683,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),24.0,1500.0
389686,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),35.0,610.0
389688,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),45.0,420.5
389691,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),56.0,730.0
390076,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),62.0,1100.0
